"Time","{container=""feedservice""}","{container=""feedservice-db""}","{container=""gateway""}","{container=""grafana""}","{container=""notificationservice""}","{container=""notificationservice-db""}","{container=""postservice""}","{container=""postservice-db""}","{container=""prometheus""}","{container=""rabbitmq""}","{container=""redis""}","{container=""servicediscovery""}","{container=""snmp-exporter""}","{container=""statisticservice""}","{container=""statisticservice-db""}","{container=""userservice""}","{container=""userservice-db""}","{container=""zipkin""}"
2024-08-10 17:25:30,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:25:45,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:26:00,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:26:15,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:26:30,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:26:45,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:27:00,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:27:15,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:27:30,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:27:45,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:28:00,3,1,2,1,2,1,4,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:28:15,3,1,2,1,2,1,4,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:28:30,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:28:45,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:29:00,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:29:15,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:29:30,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:29:45,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:30:00,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:30:15,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:30:30,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:30:45,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:31:00,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:31:15,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:31:30,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:31:45,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:32:00,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:32:15,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:32:30,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:32:45,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:33:00,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:33:15,4,1,4,1,2,1,4,1,1,1,1,1,1,4,1,5,1,1
2024-08-10 17:33:30,4,1,3,1,2,1,4,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:33:45,4,1,3,1,2,1,4,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:34:00,4,1,3,1,2,1,3,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:34:15,4,1,3,1,2,1,3,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:34:30,4,1,2,1,2,1,3,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:34:45,4,1,2,1,2,1,3,1,1,1,1,1,1,2,1,5,1,1
2024-08-10 17:35:00,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,4,1,1
2024-08-10 17:35:15,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,4,1,1
2024-08-10 17:35:30,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:35:45,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:36:00,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:36:15,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:36:30,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:36:45,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:37:00,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:37:15,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:37:30,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:37:45,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:38:00,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:38:15,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:38:30,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:38:45,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:39:00,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:39:15,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:39:30,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:39:45,3,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:40:00,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:40:15,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1
2024-08-10 17:40:30,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:40:45,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:41:00,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:41:15,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:41:30,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2024-08-10 17:41:45,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
